"participant","age","age_bin","education","sex","subject","scenario","fitted_model","summed_nLL","rounds"
166,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Male",166,"Memory","full",612.475034198605,7
166,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Male",166,"Memory","GP",614.016840968277,7
166,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Male",166,"Memory","recency",584.916248923584,7
166,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Male",166,"Memory","surprise+",596.22832995148,7
166,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Male",166,"Memory","surprise+_static",1864.61634885655,21
166,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Male",166,"NoMemory","full",611.558151072462,7
166,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Male",166,"NoMemory","GP",689.922895952782,7
166,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Male",166,"NoMemory","recency",611.27161361251,7
166,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Male",166,"NoMemory","surprise+",677.954474905451,7
166,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Male",166,"NoMemory","surprise+_static",1917.48155778071,21
167,24,"18-27","Graduate degree (MA/MSc/MPhil/other)","Female",167,"Memory","full",526.73394037612,7
167,24,"18-27","Graduate degree (MA/MSc/MPhil/other)","Female",167,"Memory","GP",528.639395577702,7
167,24,"18-27","Graduate degree (MA/MSc/MPhil/other)","Female",167,"Memory","recency",531.16053771447,7
167,24,"18-27","Graduate degree (MA/MSc/MPhil/other)","Female",167,"Memory","surprise+",536.684582138185,7
167,24,"18-27","Graduate degree (MA/MSc/MPhil/other)","Female",167,"Memory","surprise+_static",1613.86026764423,21
167,24,"18-27","Graduate degree (MA/MSc/MPhil/other)","Female",167,"NoMemory","full",521.976703994344,7
167,24,"18-27","Graduate degree (MA/MSc/MPhil/other)","Female",167,"NoMemory","GP",506.997458732833,7
167,24,"18-27","Graduate degree (MA/MSc/MPhil/other)","Female",167,"NoMemory","recency",510.126489431663,7
167,24,"18-27","Graduate degree (MA/MSc/MPhil/other)","Female",167,"NoMemory","surprise+",509.544789807447,7
167,24,"18-27","Graduate degree (MA/MSc/MPhil/other)","Female",167,"NoMemory","surprise+_static",1546.5797461588,21
168,24,"18-27","Undergraduate degree (BA/BSc/other)","Female",168,"Memory","full",654.565932754829,7
168,24,"18-27","Undergraduate degree (BA/BSc/other)","Female",168,"Memory","GP",642.552381175316,7
168,24,"18-27","Undergraduate degree (BA/BSc/other)","Female",168,"Memory","recency",658.859203907615,7
168,24,"18-27","Undergraduate degree (BA/BSc/other)","Female",168,"Memory","surprise+",688.586998647272,7
168,24,"18-27","Undergraduate degree (BA/BSc/other)","Female",168,"Memory","surprise+_static",1998.28827461083,21
168,24,"18-27","Undergraduate degree (BA/BSc/other)","Female",168,"NoMemory","full",643.439964159804,7
168,24,"18-27","Undergraduate degree (BA/BSc/other)","Female",168,"NoMemory","GP",651.78440860395,7
168,24,"18-27","Undergraduate degree (BA/BSc/other)","Female",168,"NoMemory","recency",632.784910632203,7
168,24,"18-27","Undergraduate degree (BA/BSc/other)","Female",168,"NoMemory","surprise+",682.020647121154,7
168,24,"18-27","Undergraduate degree (BA/BSc/other)","Female",168,"NoMemory","surprise+_static",2011.45733246005,21
169,23,"18-27","Undergraduate degree (BA/BSc/other)","Male",169,"Memory","full",657.513096831792,7
169,23,"18-27","Undergraduate degree (BA/BSc/other)","Male",169,"Memory","GP",758.03614659403,7
169,23,"18-27","Undergraduate degree (BA/BSc/other)","Male",169,"Memory","recency",642.878207204876,7
169,23,"18-27","Undergraduate degree (BA/BSc/other)","Male",169,"Memory","surprise+",706.941767129878,7
169,23,"18-27","Undergraduate degree (BA/BSc/other)","Male",169,"Memory","surprise+_static",2258.09447524505,21
169,23,"18-27","Undergraduate degree (BA/BSc/other)","Male",169,"NoMemory","full",748.177431021383,7
169,23,"18-27","Undergraduate degree (BA/BSc/other)","Male",169,"NoMemory","GP",645.103949875039,7
169,23,"18-27","Undergraduate degree (BA/BSc/other)","Male",169,"NoMemory","recency",741.453832489742,7
169,23,"18-27","Undergraduate degree (BA/BSc/other)","Male",169,"NoMemory","surprise+",705.766549427696,7
169,23,"18-27","Undergraduate degree (BA/BSc/other)","Male",169,"NoMemory","surprise+_static",2116.48697925205,21
170,53,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",170,"Memory","full",416.201323134754,7
170,53,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",170,"Memory","GP",503.056947094568,7
170,53,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",170,"Memory","recency",407.426614608332,7
170,53,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",170,"Memory","surprise+",525.399183315598,7
170,53,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",170,"Memory","surprise+_static",1495.42542887863,21
170,53,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",170,"NoMemory","full",403.124046774607,7
170,53,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",170,"NoMemory","GP",540.302876947113,7
170,53,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",170,"NoMemory","recency",397.664386954358,7
170,53,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",170,"NoMemory","surprise+",484.527325970276,7
170,53,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",170,"NoMemory","surprise+_static",1424.52490553662,21
171,19,"18-27","High school diploma/A-levels","Female",171,"Memory","full",738.354594957812,7
171,19,"18-27","High school diploma/A-levels","Female",171,"Memory","GP",780.278146170415,7
171,19,"18-27","High school diploma/A-levels","Female",171,"Memory","recency",737.727592731043,7
171,19,"18-27","High school diploma/A-levels","Female",171,"Memory","surprise+",793.649698690276,7
171,19,"18-27","High school diploma/A-levels","Female",171,"Memory","surprise+_static",2325.41264206348,21
171,19,"18-27","High school diploma/A-levels","Female",171,"NoMemory","full",603.966459471129,7
171,19,"18-27","High school diploma/A-levels","Female",171,"NoMemory","GP",721.549758112686,7
171,19,"18-27","High school diploma/A-levels","Female",171,"NoMemory","recency",576.941056399993,7
171,19,"18-27","High school diploma/A-levels","Female",171,"NoMemory","surprise+",622.137377619845,7
171,19,"18-27","High school diploma/A-levels","Female",171,"NoMemory","surprise+_static",1878.89918468724,21
172,63,"58-67","Graduate degree (MA/MSc/MPhil/other)","Female",172,"Memory","full",661.146794578137,7
172,63,"58-67","Graduate degree (MA/MSc/MPhil/other)","Female",172,"Memory","GP",701.154346163167,7
172,63,"58-67","Graduate degree (MA/MSc/MPhil/other)","Female",172,"Memory","recency",648.195868297132,7
172,63,"58-67","Graduate degree (MA/MSc/MPhil/other)","Female",172,"Memory","surprise+",719.143713749589,7
172,63,"58-67","Graduate degree (MA/MSc/MPhil/other)","Female",172,"Memory","surprise+_static",2125.01319917361,21
172,63,"58-67","Graduate degree (MA/MSc/MPhil/other)","Female",172,"NoMemory","full",636.73240469607,7
172,63,"58-67","Graduate degree (MA/MSc/MPhil/other)","Female",172,"NoMemory","GP",593.716903055871,7
172,63,"58-67","Graduate degree (MA/MSc/MPhil/other)","Female",172,"NoMemory","recency",621.699284408267,7
172,63,"58-67","Graduate degree (MA/MSc/MPhil/other)","Female",172,"NoMemory","surprise+",666.960088137774,7
172,63,"58-67","Graduate degree (MA/MSc/MPhil/other)","Female",172,"NoMemory","surprise+_static",1979.88514018795,21
173,34,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",173,"Memory","full",553.134172009773,7
173,34,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",173,"Memory","GP",698.887250944926,7
173,34,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",173,"Memory","recency",557.881026503432,7
173,34,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",173,"Memory","surprise+",673.633789070231,7
173,34,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",173,"Memory","surprise+_static",1882.68050559219,21
173,34,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",173,"NoMemory","full",584.495424715744,7
173,34,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",173,"NoMemory","GP",708.235174197985,7
173,34,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",173,"NoMemory","recency",581.503617236603,7
173,34,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",173,"NoMemory","surprise+",682.327251270316,7
173,34,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",173,"NoMemory","surprise+_static",1958.7554683629,21
174,55,"48-57","Undergraduate degree (BA/BSc/other)","Male",174,"Memory","full",657.771436482799,7
174,55,"48-57","Undergraduate degree (BA/BSc/other)","Male",174,"Memory","GP",702.53450403277,7
174,55,"48-57","Undergraduate degree (BA/BSc/other)","Male",174,"Memory","recency",626.99631965535,7
174,55,"48-57","Undergraduate degree (BA/BSc/other)","Male",174,"Memory","surprise+",740.938503154049,7
174,55,"48-57","Undergraduate degree (BA/BSc/other)","Male",174,"Memory","surprise+_static",2108.56918920327,21
174,55,"48-57","Undergraduate degree (BA/BSc/other)","Male",174,"NoMemory","full",609.901901795855,7
174,55,"48-57","Undergraduate degree (BA/BSc/other)","Male",174,"NoMemory","GP",554.307638110321,7
174,55,"48-57","Undergraduate degree (BA/BSc/other)","Male",174,"NoMemory","recency",600.964066233926,7
174,55,"48-57","Undergraduate degree (BA/BSc/other)","Male",174,"NoMemory","surprise+",641.757226389706,7
174,55,"48-57","Undergraduate degree (BA/BSc/other)","Male",174,"NoMemory","surprise+_static",1896.73580189906,21
175,20,"18-27","High school diploma/A-levels","Female",175,"Memory","full",778.626205914921,7
175,20,"18-27","High school diploma/A-levels","Female",175,"Memory","GP",650.994015807009,7
175,20,"18-27","High school diploma/A-levels","Female",175,"Memory","recency",605.982607928291,7
175,20,"18-27","High school diploma/A-levels","Female",175,"Memory","surprise+",689.902829792881,7
175,20,"18-27","High school diploma/A-levels","Female",175,"Memory","surprise+_static",1904.51336374594,21
175,20,"18-27","High school diploma/A-levels","Female",175,"NoMemory","full",548.134319395849,7
175,20,"18-27","High school diploma/A-levels","Female",175,"NoMemory","GP",644.823827731706,7
175,20,"18-27","High school diploma/A-levels","Female",175,"NoMemory","recency",553.091179993145,7
175,20,"18-27","High school diploma/A-levels","Female",175,"NoMemory","surprise+",719.014033733962,7
175,20,"18-27","High school diploma/A-levels","Female",175,"NoMemory","surprise+_static",1827.54360493214,21
176,24,"18-27","High school diploma/A-levels","Male",176,"Memory","full",671.607807653554,7
176,24,"18-27","High school diploma/A-levels","Male",176,"Memory","GP",660.690918435697,7
176,24,"18-27","High school diploma/A-levels","Male",176,"Memory","recency",678.253338758555,7
176,24,"18-27","High school diploma/A-levels","Male",176,"Memory","surprise+",671.759825142697,7
176,24,"18-27","High school diploma/A-levels","Male",176,"Memory","surprise+_static",2069.93768355902,21
176,24,"18-27","High school diploma/A-levels","Male",176,"NoMemory","full",666.390553840581,7
176,24,"18-27","High school diploma/A-levels","Male",176,"NoMemory","GP",690.22658736263,7
176,24,"18-27","High school diploma/A-levels","Male",176,"NoMemory","recency",677.689813748982,7
176,24,"18-27","High school diploma/A-levels","Male",176,"NoMemory","surprise+",661.741824786984,7
176,24,"18-27","High school diploma/A-levels","Male",176,"NoMemory","surprise+_static",2024.23281596457,21
177,67,"58-67","Doctorate degree (PhD/other)","Male",177,"Memory","full",600.046980516554,7
177,67,"58-67","Doctorate degree (PhD/other)","Male",177,"Memory","GP",588.134486488628,7
177,67,"58-67","Doctorate degree (PhD/other)","Male",177,"Memory","recency",583.701466870441,7
177,67,"58-67","Doctorate degree (PhD/other)","Male",177,"Memory","surprise+",598.594171144393,7
177,67,"58-67","Doctorate degree (PhD/other)","Male",177,"Memory","surprise+_static",1785.50915739812,21
177,67,"58-67","Doctorate degree (PhD/other)","Male",177,"NoMemory","full",597.484077011597,7
177,67,"58-67","Doctorate degree (PhD/other)","Male",177,"NoMemory","GP",595.802305865371,7
177,67,"58-67","Doctorate degree (PhD/other)","Male",177,"NoMemory","recency",596.878726853666,7
177,67,"58-67","Doctorate degree (PhD/other)","Male",177,"NoMemory","surprise+",610.127399328985,7
177,67,"58-67","Doctorate degree (PhD/other)","Male",177,"NoMemory","surprise+_static",1825.36236586997,21
178,38,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",178,"Memory","full",371.383321355287,7
178,38,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",178,"Memory","GP",355.928067238144,7
178,38,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",178,"Memory","recency",363.590114306546,7
178,38,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",178,"Memory","surprise+",367.524075013859,7
178,38,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",178,"Memory","surprise+_static",1091.01892947811,21
178,38,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",178,"NoMemory","full",440.277385429707,7
178,38,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",178,"NoMemory","GP",436.536771708492,7
178,38,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",178,"NoMemory","recency",441.564405023308,7
178,38,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",178,"NoMemory","surprise+",441.826070123356,7
178,38,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",178,"NoMemory","surprise+_static",1299.43299372295,21
179,55,"48-57","Undergraduate degree (BA/BSc/other)","Male",179,"Memory","full",693.585743884782,7
179,55,"48-57","Undergraduate degree (BA/BSc/other)","Male",179,"Memory","GP",760.764362430156,7
179,55,"48-57","Undergraduate degree (BA/BSc/other)","Male",179,"Memory","recency",682.239843227902,7
179,55,"48-57","Undergraduate degree (BA/BSc/other)","Male",179,"Memory","surprise+",760.552275082219,7
179,55,"48-57","Undergraduate degree (BA/BSc/other)","Male",179,"Memory","surprise+_static",2145.03370291415,21
179,55,"48-57","Undergraduate degree (BA/BSc/other)","Male",179,"NoMemory","full",549.816405600282,7
179,55,"48-57","Undergraduate degree (BA/BSc/other)","Male",179,"NoMemory","GP",540.478166338153,7
179,55,"48-57","Undergraduate degree (BA/BSc/other)","Male",179,"NoMemory","recency",574.579325567186,7
179,55,"48-57","Undergraduate degree (BA/BSc/other)","Male",179,"NoMemory","surprise+",577.732053921867,7
179,55,"48-57","Undergraduate degree (BA/BSc/other)","Male",179,"NoMemory","surprise+_static",1667.53757430418,21
180,32,"28-37","Doctorate degree (PhD/other)","Male",180,"Memory","full",540.608835795139,7
180,32,"28-37","Doctorate degree (PhD/other)","Male",180,"Memory","GP",553.263941457723,7
180,32,"28-37","Doctorate degree (PhD/other)","Male",180,"Memory","recency",558.226942545637,7
180,32,"28-37","Doctorate degree (PhD/other)","Male",180,"Memory","surprise+",531.97612881906,7
180,32,"28-37","Doctorate degree (PhD/other)","Male",180,"Memory","surprise+_static",1645.39609504286,21
180,32,"28-37","Doctorate degree (PhD/other)","Male",180,"NoMemory","full",515.570115531278,7
180,32,"28-37","Doctorate degree (PhD/other)","Male",180,"NoMemory","GP",436.29962920858,7
180,32,"28-37","Doctorate degree (PhD/other)","Male",180,"NoMemory","recency",440.207362330552,7
180,32,"28-37","Doctorate degree (PhD/other)","Male",180,"NoMemory","surprise+",471.970639012265,7
180,32,"28-37","Doctorate degree (PhD/other)","Male",180,"NoMemory","surprise+_static",1380.19974303552,21
181,51,"48-57","Undergraduate degree (BA/BSc/other)","Male",181,"Memory","full",523.771437453121,7
181,51,"48-57","Undergraduate degree (BA/BSc/other)","Male",181,"Memory","GP",521.513940061043,7
181,51,"48-57","Undergraduate degree (BA/BSc/other)","Male",181,"Memory","recency",529.482612613635,7
181,51,"48-57","Undergraduate degree (BA/BSc/other)","Male",181,"Memory","surprise+",522.367814398723,7
181,51,"48-57","Undergraduate degree (BA/BSc/other)","Male",181,"Memory","surprise+_static",1571.22143303402,21
181,51,"48-57","Undergraduate degree (BA/BSc/other)","Male",181,"NoMemory","full",420.838441208168,7
181,51,"48-57","Undergraduate degree (BA/BSc/other)","Male",181,"NoMemory","GP",425.64004697487,7
181,51,"48-57","Undergraduate degree (BA/BSc/other)","Male",181,"NoMemory","recency",426.249494012723,7
181,51,"48-57","Undergraduate degree (BA/BSc/other)","Male",181,"NoMemory","surprise+",443.806086639515,7
181,51,"48-57","Undergraduate degree (BA/BSc/other)","Male",181,"NoMemory","surprise+_static",1350.18162163235,21
182,63,"58-67","Technical/community college","Male",182,"Memory","full",217.719497046508,7
182,63,"58-67","Technical/community college","Male",182,"Memory","GP",306.532090083534,7
182,63,"58-67","Technical/community college","Male",182,"Memory","recency",275.181513726442,7
182,63,"58-67","Technical/community college","Male",182,"Memory","surprise+",220.391606960141,7
182,63,"58-67","Technical/community college","Male",182,"Memory","surprise+_static",771.146893144096,21
182,63,"58-67","Technical/community college","Male",182,"NoMemory","full",475.286389714293,7
182,63,"58-67","Technical/community college","Male",182,"NoMemory","GP",557.351978900148,7
182,63,"58-67","Technical/community college","Male",182,"NoMemory","recency",366.886546132278,7
182,63,"58-67","Technical/community college","Male",182,"NoMemory","surprise+",572.454239138522,7
182,63,"58-67","Technical/community college","Male",182,"NoMemory","surprise+_static",1560.19614960582,21
183,55,"48-57","High school diploma/A-levels","Female",183,"Memory","full",463.21734743315,7
183,55,"48-57","High school diploma/A-levels","Female",183,"Memory","GP",539.340320191742,7
183,55,"48-57","High school diploma/A-levels","Female",183,"Memory","recency",465.094841294959,7
183,55,"48-57","High school diploma/A-levels","Female",183,"Memory","surprise+",542.250385300992,7
183,55,"48-57","High school diploma/A-levels","Female",183,"Memory","surprise+_static",1537.70625123185,21
183,55,"48-57","High school diploma/A-levels","Female",183,"NoMemory","full",563.211430325961,7
183,55,"48-57","High school diploma/A-levels","Female",183,"NoMemory","GP",559.051284516579,7
183,55,"48-57","High school diploma/A-levels","Female",183,"NoMemory","recency",560.034419945879,7
183,55,"48-57","High school diploma/A-levels","Female",183,"NoMemory","surprise+",540.831574515253,7
183,55,"48-57","High school diploma/A-levels","Female",183,"NoMemory","surprise+_static",1621.68907261416,21
184,38,"38-47","Undergraduate degree (BA/BSc/other)","Male",184,"Memory","full",291.61878275331,7
184,38,"38-47","Undergraduate degree (BA/BSc/other)","Male",184,"Memory","GP",284.940709963149,7
184,38,"38-47","Undergraduate degree (BA/BSc/other)","Male",184,"Memory","recency",297.021002953272,7
184,38,"38-47","Undergraduate degree (BA/BSc/other)","Male",184,"Memory","surprise+",283.577893656028,7
184,38,"38-47","Undergraduate degree (BA/BSc/other)","Male",184,"Memory","surprise+_static",853.618086374339,21
184,38,"38-47","Undergraduate degree (BA/BSc/other)","Male",184,"NoMemory","full",380.160750331089,7
184,38,"38-47","Undergraduate degree (BA/BSc/other)","Male",184,"NoMemory","GP",389.364248137673,7
184,38,"38-47","Undergraduate degree (BA/BSc/other)","Male",184,"NoMemory","recency",396.343598112003,7
184,38,"38-47","Undergraduate degree (BA/BSc/other)","Male",184,"NoMemory","surprise+",361.656572893824,7
184,38,"38-47","Undergraduate degree (BA/BSc/other)","Male",184,"NoMemory","surprise+_static",1086.37510956424,21
185,36,"28-37","Graduate degree (MA/MSc/MPhil/other)","Male",185,"Memory","full",466.859599108524,7
185,36,"28-37","Graduate degree (MA/MSc/MPhil/other)","Male",185,"Memory","GP",566.231256025577,7
185,36,"28-37","Graduate degree (MA/MSc/MPhil/other)","Male",185,"Memory","recency",481.316582491262,7
185,36,"28-37","Graduate degree (MA/MSc/MPhil/other)","Male",185,"Memory","surprise+",486.083805798865,7
185,36,"28-37","Graduate degree (MA/MSc/MPhil/other)","Male",185,"Memory","surprise+_static",1474.04146735901,21
185,36,"28-37","Graduate degree (MA/MSc/MPhil/other)","Male",185,"NoMemory","full",580.683315509299,7
185,36,"28-37","Graduate degree (MA/MSc/MPhil/other)","Male",185,"NoMemory","GP",638.265689685618,7
185,36,"28-37","Graduate degree (MA/MSc/MPhil/other)","Male",185,"NoMemory","recency",560.590794762218,7
185,36,"28-37","Graduate degree (MA/MSc/MPhil/other)","Male",185,"NoMemory","surprise+",629.767342044165,7
185,36,"28-37","Graduate degree (MA/MSc/MPhil/other)","Male",185,"NoMemory","surprise+_static",1890.98811497512,21
186,25,"18-27","Technical/community college","Female",186,"Memory","full",570.069280628223,7
186,25,"18-27","Technical/community college","Female",186,"Memory","GP",580.452521399084,7
186,25,"18-27","Technical/community college","Female",186,"Memory","recency",597.408904763234,7
186,25,"18-27","Technical/community college","Female",186,"Memory","surprise+",606.043447190551,7
186,25,"18-27","Technical/community college","Female",186,"Memory","surprise+_static",1756.28163503096,21
186,25,"18-27","Technical/community college","Female",186,"NoMemory","full",730.808127808339,7
186,25,"18-27","Technical/community college","Female",186,"NoMemory","GP",609.919580608094,7
186,25,"18-27","Technical/community college","Female",186,"NoMemory","recency",619.712414251376,7
186,25,"18-27","Technical/community college","Female",186,"NoMemory","surprise+",586.173546001858,7
186,25,"18-27","Technical/community college","Female",186,"NoMemory","surprise+_static",1893.24147562146,21
187,71,"68-77","Technical/community college","Male",187,"Memory","full",469.61963620625,7
187,71,"68-77","Technical/community college","Male",187,"Memory","GP",449.167847616625,7
187,71,"68-77","Technical/community college","Male",187,"Memory","recency",453.533662902517,7
187,71,"68-77","Technical/community college","Male",187,"Memory","surprise+",474.74039788239,7
187,71,"68-77","Technical/community college","Male",187,"Memory","surprise+_static",1445.97100165598,21
187,71,"68-77","Technical/community college","Male",187,"NoMemory","full",488.061285326904,7
187,71,"68-77","Technical/community college","Male",187,"NoMemory","GP",477.852060265569,7
187,71,"68-77","Technical/community college","Male",187,"NoMemory","recency",480.209581680509,7
187,71,"68-77","Technical/community college","Male",187,"NoMemory","surprise+",516.471066046254,7
187,71,"68-77","Technical/community college","Male",187,"NoMemory","surprise+_static",1480.26691566544,21
188,26,"18-27","Graduate degree (MA/MSc/MPhil/other)","Female",188,"Memory","full",668.014730317921,7
188,26,"18-27","Graduate degree (MA/MSc/MPhil/other)","Female",188,"Memory","GP",678.55786523361,7
188,26,"18-27","Graduate degree (MA/MSc/MPhil/other)","Female",188,"Memory","recency",653.233025564202,7
188,26,"18-27","Graduate degree (MA/MSc/MPhil/other)","Female",188,"Memory","surprise+",656.365195207934,7
188,26,"18-27","Graduate degree (MA/MSc/MPhil/other)","Female",188,"Memory","surprise+_static",1984.62327205948,21
188,26,"18-27","Graduate degree (MA/MSc/MPhil/other)","Female",188,"NoMemory","full",642.337181113805,7
188,26,"18-27","Graduate degree (MA/MSc/MPhil/other)","Female",188,"NoMemory","GP",616.591308402222,7
188,26,"18-27","Graduate degree (MA/MSc/MPhil/other)","Female",188,"NoMemory","recency",634.325264572269,7
188,26,"18-27","Graduate degree (MA/MSc/MPhil/other)","Female",188,"NoMemory","surprise+",644.125443684467,7
188,26,"18-27","Graduate degree (MA/MSc/MPhil/other)","Female",188,"NoMemory","surprise+_static",1906.71412172431,21
189,32,"28-37","Undergraduate degree (BA/BSc/other)","Female",189,"Memory","full",593.534434190588,7
189,32,"28-37","Undergraduate degree (BA/BSc/other)","Female",189,"Memory","GP",673.481731165216,7
189,32,"28-37","Undergraduate degree (BA/BSc/other)","Female",189,"Memory","recency",585.861554809994,7
189,32,"28-37","Undergraduate degree (BA/BSc/other)","Female",189,"Memory","surprise+",690.744054422246,7
189,32,"28-37","Undergraduate degree (BA/BSc/other)","Female",189,"Memory","surprise+_static",1960.13424988131,21
189,32,"28-37","Undergraduate degree (BA/BSc/other)","Female",189,"NoMemory","full",660.177104842063,7
189,32,"28-37","Undergraduate degree (BA/BSc/other)","Female",189,"NoMemory","GP",771.904114368981,7
189,32,"28-37","Undergraduate degree (BA/BSc/other)","Female",189,"NoMemory","recency",648.646380572099,7
189,32,"28-37","Undergraduate degree (BA/BSc/other)","Female",189,"NoMemory","surprise+",729.985551155821,7
189,32,"28-37","Undergraduate degree (BA/BSc/other)","Female",189,"NoMemory","surprise+_static",2241.00426027901,21
190,30,"28-37","High school diploma/A-levels","Female",190,"Memory","full",513.22857485433,7
190,30,"28-37","High school diploma/A-levels","Female",190,"Memory","GP",545.556534436467,7
190,30,"28-37","High school diploma/A-levels","Female",190,"Memory","recency",510.2451858611,7
190,30,"28-37","High school diploma/A-levels","Female",190,"Memory","surprise+",546.860689921637,7
190,30,"28-37","High school diploma/A-levels","Female",190,"Memory","surprise+_static",1584.23935278294,21
190,30,"28-37","High school diploma/A-levels","Female",190,"NoMemory","full",587.541326270736,7
190,30,"28-37","High school diploma/A-levels","Female",190,"NoMemory","GP",664.209569460509,7
190,30,"28-37","High school diploma/A-levels","Female",190,"NoMemory","recency",615.729775644113,7
190,30,"28-37","High school diploma/A-levels","Female",190,"NoMemory","surprise+",640.598610991207,7
190,30,"28-37","High school diploma/A-levels","Female",190,"NoMemory","surprise+_static",1846.63176587845,21
191,50,"48-57","Undergraduate degree (BA/BSc/other)","Female",191,"Memory","full",546.780794760388,7
191,50,"48-57","Undergraduate degree (BA/BSc/other)","Female",191,"Memory","GP",631.015368159565,7
191,50,"48-57","Undergraduate degree (BA/BSc/other)","Female",191,"Memory","recency",540.029188263745,7
191,50,"48-57","Undergraduate degree (BA/BSc/other)","Female",191,"Memory","surprise+",625.260509266031,7
191,50,"48-57","Undergraduate degree (BA/BSc/other)","Female",191,"Memory","surprise+_static",1808.42535044111,21
191,50,"48-57","Undergraduate degree (BA/BSc/other)","Female",191,"NoMemory","full",593.520552254921,7
191,50,"48-57","Undergraduate degree (BA/BSc/other)","Female",191,"NoMemory","GP",611.354456402349,7
191,50,"48-57","Undergraduate degree (BA/BSc/other)","Female",191,"NoMemory","recency",584.395500374251,7
191,50,"48-57","Undergraduate degree (BA/BSc/other)","Female",191,"NoMemory","surprise+",621.015642468342,7
191,50,"48-57","Undergraduate degree (BA/BSc/other)","Female",191,"NoMemory","surprise+_static",1809.62883451356,21
192,53,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",192,"Memory","full",544.614543023737,7
192,53,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",192,"Memory","GP",646.676341771649,7
192,53,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",192,"Memory","recency",549.775829803811,7
192,53,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",192,"Memory","surprise+",618.648963546778,7
192,53,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",192,"Memory","surprise+_static",1786.50569439857,21
192,53,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",192,"NoMemory","full",472.537777947376,7
192,53,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",192,"NoMemory","GP",556.475611943339,7
192,53,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",192,"NoMemory","recency",465.464931784159,7
192,53,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",192,"NoMemory","surprise+",549.411328023299,7
192,53,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",192,"NoMemory","surprise+_static",1574.98564777529,21
193,72,"68-77","High school diploma/A-levels","Male",193,"Memory","full",649.221159351804,7
193,72,"68-77","High school diploma/A-levels","Male",193,"Memory","GP",691.880470256679,7
193,72,"68-77","High school diploma/A-levels","Male",193,"Memory","recency",616.393905254698,7
193,72,"68-77","High school diploma/A-levels","Male",193,"Memory","surprise+",640.85334735383,7
193,72,"68-77","High school diploma/A-levels","Male",193,"Memory","surprise+_static",1965.64863638224,21
193,72,"68-77","High school diploma/A-levels","Male",193,"NoMemory","full",641.592892469018,7
193,72,"68-77","High school diploma/A-levels","Male",193,"NoMemory","GP",656.385840717077,7
193,72,"68-77","High school diploma/A-levels","Male",193,"NoMemory","recency",667.708668044312,7
193,72,"68-77","High school diploma/A-levels","Male",193,"NoMemory","surprise+",641.378487337942,7
