"UID","env","scenario","trial","x","y","z","chosen"
"149",16,1,1,7,0,-0.06,8
"149",16,1,2,0,10,0.09,111
"149",16,1,3,10,10,0.03,121
"149",16,1,4,10,0,-0.01,11
"149",16,1,5,0,0,0.51,1
"149",16,1,6,0,1,0.35,12
"149",16,1,7,1,0,0.33,2
"149",16,1,8,2,0,0.1,3
"149",16,1,9,0,2,0.16,23
"149",16,1,10,1,1,0.41,13
"149",16,1,11,2,2,0.35,25
"149",16,1,12,3,3,0.25,37
"149",16,1,13,2,1,0.25,14
"149",16,1,14,3,2,0.18,26
"151",15,1,1,7,1,-0.22,19
"151",15,1,2,6,5,-0.13,62
"151",15,1,3,5,7,0.29,83
"151",15,1,4,4,8,0.25,93
"151",15,1,5,5,8,0.22,94
"151",15,1,6,5,9,0.01,105
"151",15,1,7,7,9,0.25,107
"151",15,1,8,7,8,0.24,96
"151",15,1,9,6,7,0.2,84
"151",15,1,10,6,6,0.05,73
"151",15,1,11,5,6,0.16,72
"151",15,1,12,4,7,0.36,82
"151",15,1,13,3,7,0.35,81
"151",15,1,14,0,9,-0.09,100
"152",8,2,1,10,4,0.21,55
"152",8,2,2,8,4,0.19,53
"152",8,2,3,4,8,-0.34,93
"152",8,2,4,1,9,-0.14,101
"152",8,2,5,1,1,0.34,13
"152",8,2,6,1,0,0.35,2
"152",8,2,7,0,0,0.51,1
"152",8,2,8,0,1,0.41,12
"152",8,2,9,0,2,0.26,23
"152",8,2,10,0,3,0.2,34
"152",8,2,11,2,1,0.26,14
"152",8,2,12,2,0,0.21,3
"152",8,2,13,2,2,0.19,25
"152",8,2,14,9,8,0.07,98
"153",14,1,1,4,2,0.19,27
"153",14,1,2,4,8,-0.05,93
"153",14,1,3,8,8,0.1,97
"153",14,1,4,8,2,0.15,31
"153",14,1,5,1,6,-0.01,68
"153",14,1,6,1,3,0.44,35
"153",14,1,7,1,2,0.37,24
"153",14,1,8,0,3,0.47,34
"153",14,1,9,0,4,0.34,45
"153",14,1,10,1,4,0.29,46
"153",14,1,11,2,3,0.37,36
"153",14,1,12,0,2,0.5,23
"153",14,1,13,0,1,0.42,12
"153",14,1,14,3,3,0.26,37
"154",0,2,1,0,8,-0.1,89
"154",0,2,2,1,9,0.2,101
"154",0,2,3,1,10,0.09,112
"154",0,2,4,0,10,-0.1,111
"154",0,2,5,0,9,-0.04,100
"154",0,2,6,2,9,0.34,102
"154",0,2,7,2,8,0.21,91
"154",0,2,8,1,8,0.11,90
"154",0,2,9,2,9,0.34,102
"154",0,2,10,2,9,0.35,102
"154",0,2,11,3,9,0.26,103
"154",0,2,12,3,8,0.08,92
"154",0,2,13,3,10,0.22,114
"154",0,2,14,2,7,0.07,80
"155",0,1,1,2,3,-0.27,36
"155",0,1,2,9,9,0.14,109
"155",0,1,3,9,2,-0.41,32
"155",0,1,4,1,9,0.19,101
"155",0,1,5,2,8,0.21,91
"155",0,1,6,2,9,0.34,102
"155",0,1,7,2,10,0.23,113
"155",0,1,8,1,7,0.01,79
"155",0,1,9,1,8,0.09,90
"155",0,1,10,0,8,-0.12,89
"155",0,1,11,8,9,0.17,108
"155",0,1,12,7,10,0.4,118
"155",0,1,13,6,10,0.33,117
"155",0,1,14,1,10,0.08,112
"156",16,2,1,1,6,0.32,68
"156",16,2,2,1,7,0.21,79
"156",16,2,3,0,6,0.01,67
"156",16,2,4,0,5,-0.08,56
"156",16,2,5,1,5,0.28,57
"156",16,2,6,2,5,0.36,58
"156",16,2,7,2,6,0.32,69
"156",16,2,8,3,6,0.11,70
"156",16,2,9,3,5,0.18,59
"156",16,2,10,3,4,0.21,48
"156",16,2,11,2,4,0.36,47
"156",16,2,12,2,7,0.15,80
"156",16,2,13,2,9,-0.19,102
"156",16,2,14,4,6,-0.07,71
"157",5,1,1,6,0,0.5,7
"157",5,1,2,5,0,0.41,6
"157",5,1,3,4,0,0.3,5
"157",5,1,4,4,1,0.33,16
"157",5,1,5,5,1,0.4,17
"157",5,1,6,6,1,0.49,18
"157",5,1,7,7,0,0.46,8
"157",5,1,8,7,1,0.43,19
"157",5,1,9,6,2,0.39,29
"157",5,1,10,5,2,0.37,28
"157",5,1,11,4,2,0.38,27
"157",5,1,12,7,2,0.38,30
"157",5,1,13,8,1,0.24,20
"157",5,1,14,8,3,0.27,42
"158",17,2,1,9,7,-0.09,87
"158",17,2,2,8,2,-0.03,31
"158",17,2,3,4,2,-0.39,27
"158",17,2,4,2,6,0.46,69
"158",17,2,5,1,6,0.32,68
"158",17,2,6,3,7,0.37,81
"158",17,2,7,3,6,0.29,70
"158",17,2,8,2,5,0.28,58
"158",17,2,9,2,7,0.5,80
"158",17,2,10,2,8,0.37,91
"158",17,2,11,2,7,0.49,80
"158",17,2,12,2,7,0.48,80
"158",17,2,13,2,7,0.49,80
"158",17,2,14,5,7,-0.14,83
"160",15,2,1,3,4,0.07,48
"160",15,2,2,8,8,0.26,97
"160",15,2,3,9,8,0.1,98
"160",15,2,4,8,7,0.12,86
"160",15,2,5,7,7,0.18,85
"160",15,2,6,7,8,0.23,96
"160",15,2,7,7,9,0.23,107
"160",15,2,8,8,9,0.34,108
"160",15,2,9,8,10,0.5,119
"160",15,2,10,9,10,0.47,120
"160",15,2,11,7,10,0.25,118
"160",15,2,12,9,9,0.25,109
"160",15,2,13,8,10,0.5,119
"160",15,2,14,6,8,0.2,95
"161",18,1,1,3,9,0.03,103
"161",18,1,2,3,7,0.11,81
"161",18,1,3,3,6,0,70
"161",18,1,4,2,7,0,80
"161",18,1,5,4,7,0.13,82
"161",18,1,6,5,7,0.15,83
"161",18,1,7,6,7,0.19,84
"161",18,1,8,7,7,0.3,85
"161",18,1,9,8,7,0.46,86
"161",18,1,10,9,7,0.5,87
"161",18,1,11,10,7,0.44,88
"161",18,1,12,9,7,0.5,87
"161",18,1,13,9,7,0.48,87
"161",18,1,14,8,8,0.49,97
"163",0,1,1,3,0,0.02,4
"163",0,1,2,3,10,0.21,114
"163",0,1,3,4,10,0.2,115
"163",0,1,4,4,8,-0.04,93
"163",0,1,5,4,9,0.13,104
"163",0,1,6,3,9,0.27,103
"163",0,1,7,3,8,0.08,92
"163",0,1,8,2,8,0.22,91
"163",0,1,9,2,9,0.35,102
"163",0,1,10,2,10,0.22,113
"163",0,1,11,1,9,0.19,101
"163",0,1,12,0,9,-0.04,100
"163",0,1,13,1,8,0.12,90
"163",0,1,14,8,9,0.17,108
"164",8,2,1,1,3,0.17,35
"164",8,2,2,1,5,0.1,57
"164",8,2,3,1,6,0.09,68
"164",8,2,4,2,6,0.03,69
"164",8,2,5,2,5,0.05,58
"164",8,2,6,6,5,-0.03,62
"164",8,2,7,5,3,-0.07,39
"164",8,2,8,7,2,0.14,30
"164",8,2,9,8,1,0.3,20
"164",8,2,10,7,1,0.21,19
"164",8,2,11,8,2,0.24,31
"164",8,2,12,9,2,0.29,32
"164",8,2,13,9,1,0.35,21
"164",8,2,14,4,7,-0.33,82
"165",9,1,1,6,2,0.11,29
"165",9,1,2,6,9,0.19,106
"165",9,1,3,10,10,0.46,121
"165",9,1,4,9,10,0.33,120
"165",9,1,5,10,9,0.28,110
"165",9,1,6,9,9,0.19,109
"165",9,1,7,8,10,0.3,119
"165",9,1,8,8,9,0.14,108
"165",9,1,9,7,10,0.3,118
"165",9,1,10,6,10,0.27,117
"165",9,1,11,5,10,0.24,116
"165",9,1,12,10,8,0.13,99
"165",9,1,13,10,7,0.08,88
"165",9,1,14,4,10,0.28,115
"166",14,2,1,9,2,0.18,32
"166",14,2,2,9,3,0.22,43
"166",14,2,3,9,4,0.03,54
"166",14,2,4,8,3,0.08,42
"166",14,2,5,10,2,0.04,33
"166",14,2,6,10,3,0.16,44
"166",14,2,7,9,3,0.22,43
"166",14,2,8,9,3,0.24,43
"166",14,2,9,9,3,0.24,43
"166",14,2,10,9,3,0.22,43
"166",14,2,11,9,3,0.23,43
"166",14,2,12,9,3,0.21,43
"166",14,2,13,9,3,0.21,43
"166",14,2,14,0,4,0.34,45
"168",17,2,1,0,7,0.02,78
"168",17,2,2,6,4,-0.17,51
"168",17,2,3,3,1,-0.46,15
"168",17,2,4,8,9,-0.24,108
"168",17,2,5,9,3,-0.19,43
"168",17,2,6,3,8,0.32,92
"168",17,2,7,3,9,0.15,103
"168",17,2,8,3,7,0.38,81
"168",17,2,9,3,6,0.29,70
"168",17,2,10,2,7,0.48,80
"168",17,2,11,2,8,0.37,91
"168",17,2,12,2,6,0.45,69
"168",17,2,13,2,7,0.51,80
"168",17,2,14,1,10,-0.2,112
"169",9,1,1,10,7,0.08,88
"169",9,1,2,9,9,0.19,109
"169",9,1,3,8,10,0.26,119
"169",9,1,4,10,10,0.48,121
"169",9,1,5,10,10,0.45,121
"169",9,1,6,10,10,0.47,121
"169",9,1,7,10,10,0.44,121
"169",9,1,8,10,10,0.46,121
"169",9,1,9,10,10,0.46,121
"169",9,1,10,10,10,0.45,121
"169",9,1,11,10,10,0.45,121
"169",9,1,12,10,10,0.47,121
"169",9,1,13,10,10,0.45,121
"169",9,1,14,0,6,0.06,67
"170",18,2,1,4,9,0.17,104
"170",18,2,2,4,10,0.1,115
"170",18,2,3,5,10,0.2,116
"170",18,2,4,5,9,0.27,105
"170",18,2,5,6,9,0.33,106
"170",18,2,6,6,8,0.32,95
"170",18,2,7,6,7,0.19,84
"170",18,2,8,6,6,-0.03,73
"170",18,2,9,7,7,0.31,85
"170",18,2,10,8,7,0.46,86
"170",18,2,11,9,7,0.49,87
"170",18,2,12,10,7,0.44,88
"170",18,2,13,10,8,0.35,99
"170",18,2,14,3,1,-0.04,15
"171",10,1,1,3,0,0.45,4
"171",10,1,2,3,1,0.49,15
"171",10,1,3,4,0,0.32,5
"171",10,1,4,3,2,0.5,26
"171",10,1,5,3,3,0.46,37
"171",10,1,6,3,4,0.42,48
"171",10,1,7,3,0,0.46,4
"171",10,1,8,3,1,0.5,15
"171",10,1,9,3,2,0.48,26
"171",10,1,10,3,3,0.47,37
"171",10,1,11,3,4,0.39,48
"171",10,1,12,3,0,0.46,4
"171",10,1,13,3,1,0.5,15
"171",10,1,14,2,5,0.25,58
"172",2,2,1,5,7,0.33,83
"172",2,2,2,5,6,0.11,72
"172",2,2,3,5,7,0.32,83
"172",2,2,4,4,7,0.2,82
"172",2,2,5,5,7,0.31,83
"172",2,2,6,5,7,0.34,83
"172",2,2,7,5,6,0.12,72
"172",2,2,8,4,6,0.11,71
"172",2,2,9,5,7,0.31,83
"172",2,2,10,5,7,0.31,83
"172",2,2,11,5,7,0.31,83
"172",2,2,12,5,7,0.32,83
"172",2,2,13,5,7,0.32,83
"172",2,2,14,1,9,-0.23,101
"173",7,1,1,10,0,0.15,11
"173",7,1,2,9,3,-0.06,43
"173",7,1,3,7,0,-0.18,8
"173",7,1,4,5,5,-0.19,61
"173",7,1,5,8,9,-0.24,108
"173",7,1,6,3,9,-0.48,103
"173",7,1,7,1,6,0.15,68
"173",7,1,8,1,4,0.18,46
"173",7,1,9,1,3,0.29,35
"173",7,1,10,1,2,0.31,24
"173",7,1,11,1,1,0.2,13
"173",7,1,12,1,0,-0.03,2
"173",7,1,13,0,2,0.06,23
"173",7,1,14,2,1,0.09,14
"174",4,2,1,6,6,-0.34,73
"174",4,2,2,3,3,-0.06,37
"174",4,2,3,1,9,-0.08,101
"174",4,2,4,0,0,-0.47,1
"174",4,2,5,9,6,-0.15,76
"174",4,2,6,10,10,0.06,121
"174",4,2,7,10,0,0.24,11
"174",4,2,8,8,0,0.06,9
"174",4,2,9,9,1,0.22,21
"174",4,2,10,9,0,0.14,10
"174",4,2,11,5,8,-0.12,94
"174",4,2,12,1,5,0.01,57
"174",4,2,13,4,0,0.27,5
"174",4,2,14,3,10,0.09,114
"175",3,1,1,4,3,0.14,38
"175",3,1,2,5,3,0.08,39
"175",3,1,3,3,3,0.22,37
"175",3,1,4,2,3,0.37,36
"175",3,1,5,1,3,0.5,35
"175",3,1,6,0,3,0.47,34
"175",3,1,7,0,4,0.36,45
"175",3,1,8,0,2,0.39,23
"175",3,1,9,1,2,0.4,24
"175",3,1,10,1,1,0.12,13
"175",3,1,11,1,4,0.39,46
"175",3,1,12,1,5,0.2,57
"175",3,1,13,0,5,0.16,56
"175",3,1,14,2,5,0.2,58
"177",1,1,1,2,7,0.28,80
"177",1,1,2,4,5,-0.5,60
"177",1,1,3,8,2,-0.29,31
"177",1,1,4,0,6,0.1,67
"177",1,1,5,1,8,0.49,90
"177",1,1,6,0,9,0.26,100
"177",1,1,7,1,9,0.38,101
"177",1,1,8,1,7,0.42,79
"177",1,1,9,1,8,0.49,90
"177",1,1,10,1,8,0.51,90
"177",1,1,11,1,8,0.5,90
"177",1,1,12,1,8,0.49,90
"177",1,1,13,1,8,0.5,90
"177",1,1,14,3,10,0.05,114
"181",0,1,1,6,2,0.19,29
"181",0,1,2,5,2,0.04,28
"181",0,1,3,7,2,0.05,30
"181",0,1,4,6,3,0.35,40
"181",0,1,5,6,4,0.32,51
"181",0,1,6,6,5,0.16,62
"181",0,1,7,6,6,0.02,73
"181",0,1,8,6,1,0.04,18
"181",0,1,9,7,1,-0.05,19
"181",0,1,10,7,3,0.29,41
"181",0,1,11,8,3,0.06,42
"181",0,1,12,7,4,0.43,52
"181",0,1,13,8,4,0.33,53
"181",0,1,14,8,5,0.43,64
"182",19,2,1,4,8,0.21,93
"182",19,2,2,8,9,0.05,108
"182",19,2,3,4,9,0.02,104
"182",19,2,4,4,5,0.24,60
"182",19,2,5,4,2,0.14,27
"182",19,2,6,2,0,-0.04,3
"182",19,2,7,1,4,-0.13,46
"182",19,2,8,0,8,-0.5,89
"182",19,2,9,7,3,0.19,41
"182",19,2,10,9,3,0.2,43
"182",19,2,11,9,4,0.31,54
"182",19,2,12,9,5,0.23,65
"182",19,2,13,10,5,0.4,66
"182",19,2,14,5,7,0.28,83
"184",12,2,1,3,1,0.09,15
"184",12,2,2,4,4,0.35,49
"184",12,2,3,4,4,0.34,49
"184",12,2,4,4,4,0.34,49
"184",12,2,5,4,4,0.34,49
"184",12,2,6,4,4,0.33,49
"184",12,2,7,5,7,0.22,83
"184",12,2,8,5,7,0.25,83
"184",12,2,9,5,7,0.26,83
"184",12,2,10,4,4,0.33,49
"184",12,2,11,4,4,0.34,49
"184",12,2,12,4,4,0.32,49
"184",12,2,13,4,4,0.33,49
"184",12,2,14,8,7,-0.27,86
"185",17,1,1,0,3,-0.19,34
"185",17,1,2,3,8,0.33,92
"185",17,1,3,3,9,0.15,103
"185",17,1,4,2,9,0.11,102
"185",17,1,5,2,8,0.37,91
"185",17,1,6,2,7,0.5,80
"185",17,1,7,3,7,0.37,81
"185",17,1,8,2,6,0.47,69
"185",17,1,9,1,6,0.35,68
"185",17,1,10,1,7,0.31,79
"185",17,1,11,1,5,0.23,57
"185",17,1,12,2,5,0.29,58
"185",17,1,13,3,6,0.27,70
"185",17,1,14,0,8,0,89
"190",18,2,1,0,3,-0.09,34
"190",18,2,2,9,5,-0.04,65
"190",18,2,3,6,0,0,7
"190",18,2,4,10,10,0,121
"190",18,2,5,2,8,0,91
"190",18,2,6,2,1,0.07,14
"190",18,2,7,3,2,-0.25,26
"190",18,2,8,3,0,0.04,4
"190",18,2,9,1,0,0.14,2
"190",18,2,10,0,0,0.2,1
"190",18,2,11,0,1,0.21,12
"190",18,2,12,0,2,0.06,23
"190",18,2,13,1,1,0.17,13
"190",18,2,14,1,3,-0.17,35
"191",5,1,1,6,5,0.09,62
"191",5,1,2,6,6,0.13,73
"191",5,1,3,6,4,0.17,51
"191",5,1,4,5,5,0.08,61
"191",5,1,5,5,4,0.14,50
"191",5,1,6,6,3,0.27,40
"191",5,1,7,5,3,0.25,39
"191",5,1,8,6,2,0.4,29
"191",5,1,9,5,2,0.36,28
"191",5,1,10,6,1,0.49,18
"191",5,1,11,5,1,0.41,17
"191",5,1,12,6,0,0.5,7
"191",5,1,13,5,0,0.4,6
"191",5,1,14,7,2,0.38,30
"192",2,2,1,0,1,-0.09,12
"192",2,2,2,3,5,0.17,59
"192",2,2,3,3,3,0.26,37
"192",2,2,4,3,2,0.25,26
"192",2,2,5,4,2,0.33,27
"192",2,2,6,4,3,0.37,38
"192",2,2,7,5,3,0.26,39
"192",2,2,8,6,3,0.06,40
"192",2,2,9,5,2,0.27,28
"192",2,2,10,6,2,0.08,29
"192",2,2,11,4,1,0.16,16
"192",2,2,12,4,0,-0.01,5
"192",2,2,13,5,0,-0.01,6
"192",2,2,14,4,8,0.13,93
"193",3,1,1,10,1,0.01,22
"193",3,1,2,8,1,0.14,20
"193",3,1,3,7,1,0.07,19
"193",3,1,4,8,0,0.17,9
"193",3,1,5,9,0,0.27,10
"193",3,1,6,10,0,0.18,11
"193",3,1,7,9,1,0.13,21
"193",3,1,8,7,0,0.03,8
"193",3,1,9,7,3,-0.01,41
"193",3,1,10,8,3,0.03,42
"193",3,1,11,8,4,-0.13,53
"193",3,1,12,9,3,0.1,43
"193",3,1,13,10,3,0.04,44
"193",3,1,14,1,2,0.4,24
"194",2,2,1,2,5,0.3,58
"194",2,2,2,2,6,0.38,69
"194",2,2,3,2,7,0.28,80
"194",2,2,4,1,6,0.38,68
"194",2,2,5,1,5,0.27,57
"194",2,2,6,1,7,0.35,79
"194",2,2,7,3,6,0.22,70
"194",2,2,8,3,5,0.19,59
"194",2,2,9,0,6,0.24,67
"194",2,2,10,0,7,0.28,78
"194",2,2,11,0,5,0.07,56
"194",2,2,12,1,4,0.13,46
"194",2,2,13,2,4,0.2,47
"194",2,2,14,8,7,0.04,86
"195",1,1,1,8,10,0.01,119
"195",1,1,2,1,2,-0.26,24
"195",1,1,3,9,2,-0.41,32
"195",1,1,4,6,8,-0.37,95
"195",1,1,5,6,3,-0.21,40
"195",1,1,6,4,6,-0.44,71
"195",1,1,7,1,8,0.5,90
"195",1,1,8,0,8,0.3,89
"195",1,1,9,1,7,0.42,79
"195",1,1,10,1,8,0.5,90
"195",1,1,11,2,8,0.44,91
"195",1,1,12,1,8,0.5,90
"195",1,1,13,1,9,0.38,101
"195",1,1,14,3,8,0.12,92
"196",0,2,1,7,2,0.03,30
"196",0,2,2,6,6,0.02,73
"196",0,2,3,9,8,-0.06,98
"196",0,2,4,3,9,0.28,103
"196",0,2,5,2,8,0.22,91
"196",0,2,6,4,10,0.18,115
"196",0,2,7,1,10,0.07,112
"196",0,2,8,3,6,-0.13,70
"196",0,2,9,1,2,-0.25,24
"196",0,2,10,4,2,-0.23,27
"196",0,2,11,4,5,-0.19,60
"196",0,2,12,9,5,0.3,65
"196",0,2,13,9,4,0.16,54
"196",0,2,14,7,6,0.31,74
"197",19,1,1,6,3,0.27,40
"197",19,1,2,7,1,-0.11,19
"197",19,1,3,5,5,0.28,61
"197",19,1,4,4,4,0.12,49
"197",19,1,5,5,3,0.25,39
"197",19,1,6,6,4,0.25,51
"197",19,1,7,5,2,0.24,28
"197",19,1,8,7,2,0.07,30
"197",19,1,9,4,6,0.36,71
"197",19,1,10,6,6,0.21,73
"197",19,1,11,4,7,0.33,82
"197",19,1,12,3,7,0.25,81
"197",19,1,13,2,5,-0.07,58
"197",19,1,14,6,2,0.22,29
"199",4,1,1,6,6,-0.32,73
"199",4,1,2,6,3,0.41,40
"199",4,1,3,6,1,0.25,18
"199",4,1,4,5,3,0.19,39
"199",4,1,5,7,3,0.51,41
"199",4,1,6,8,3,0.37,42
"199",4,1,7,7,2,0.43,30
"199",4,1,8,7,4,0.36,52
"199",4,1,9,7,3,0.49,41
"199",4,1,10,7,3,0.5,41
"199",4,1,11,7,3,0.52,41
"199",4,1,12,7,3,0.5,41
"199",4,1,13,7,3,0.48,41
"199",4,1,14,2,8,0.14,91
"202",6,2,1,3,4,-0.37,48
"202",6,2,2,4,8,0.47,93
"202",6,2,3,5,8,0.16,94
"202",6,2,4,3,8,0.46,92
"202",6,2,5,2,8,0.24,91
"202",6,2,6,3,9,0.28,103
"202",6,2,7,4,7,0.34,82
"202",6,2,8,3,7,0.31,81
"202",6,2,9,2,7,0.2,80
"202",6,2,10,1,8,0.06,90
"202",6,2,11,8,5,0.2,64
"202",6,2,12,7,4,0.19,52
"202",6,2,13,8,4,0.14,53
"202",6,2,14,9,10,-0.15,120
"203",19,1,1,7,5,0.19,63
"203",19,1,2,5,5,0.28,61
"203",19,1,3,3,5,0.1,59
"203",19,1,4,5,7,0.26,83
"203",19,1,5,5,3,0.24,39
"203",19,1,6,5,4,0.23,50
"203",19,1,7,4,5,0.24,60
"203",19,1,8,1,1,0,13
"203",19,1,9,1,9,-0.22,101
"203",19,1,10,8,9,0.05,108
"203",19,1,11,9,9,0.12,109
"203",19,1,12,10,0,-0.28,11
"203",19,1,13,8,3,0.11,42
"203",19,1,14,6,3,0.28,40
"204",18,2,1,10,0,0.27,11
"204",18,2,2,1,7,-0.1,79
"204",18,2,3,0,0,0.2,1
"204",18,2,4,0,1,0.21,12
"204",18,2,5,1,1,0.15,13
"204",18,2,6,1,0,0.15,2
"204",18,2,7,2,0,0.11,3
"204",18,2,8,2,1,0.08,14
"204",18,2,9,3,0,0.03,4
"204",18,2,10,3,1,-0.03,15
"204",18,2,11,4,3,-0.48,38
"204",18,2,12,10,10,0.01,121
"204",18,2,13,10,9,0.16,110
"204",18,2,14,4,1,-0.14,16
"205",18,1,1,3,5,-0.18,59
"205",18,1,2,9,8,0.46,98
"205",18,1,3,9,8,0.45,98
"205",18,1,4,9,8,0.47,98
"205",18,1,5,9,8,0.46,98
"205",18,1,6,9,8,0.45,98
"205",18,1,7,9,8,0.45,98
"205",18,1,8,9,8,0.47,98
"205",18,1,9,9,8,0.46,98
"205",18,1,10,9,8,0.46,98
"205",18,1,11,9,8,0.45,98
"205",18,1,12,9,8,0.46,98
"205",18,1,13,9,8,0.48,98
"205",18,1,14,8,5,-0.13,64
"207",9,1,1,1,4,-0.06,46
"207",9,1,2,5,5,0.07,61
"207",9,1,3,5,4,-0.08,50
"207",9,1,4,5,6,0.12,72
"207",9,1,5,5,7,0.11,83
"207",9,1,6,6,7,0.15,84
"207",9,1,7,6,8,0.12,95
"207",9,1,8,7,7,0.13,85
"207",9,1,9,7,6,0.35,74
"207",9,1,10,7,5,0.45,63
"207",9,1,11,7,4,0.38,52
"207",9,1,12,7,3,0.32,41
"207",9,1,13,7,2,0.27,30
"207",9,1,14,8,3,0.33,42
"208",8,2,1,9,5,0.28,65
"208",8,2,2,9,5,0.3,65
"208",8,2,3,9,5,0.3,65
"208",8,2,4,9,5,0.29,65
"208",8,2,5,9,5,0.29,65
"208",8,2,6,9,5,0.29,65
"208",8,2,7,9,5,0.28,65
"208",8,2,8,9,5,0.29,65
"208",8,2,9,9,5,0.29,65
"208",8,2,10,9,5,0.28,65
"208",8,2,11,9,5,0.29,65
"208",8,2,12,9,5,0.27,65
"208",8,2,13,9,5,0.29,65
"208",8,2,14,1,5,0.11,57
"209",8,1,1,10,5,0.26,66
"209",8,1,2,9,4,0.22,54
"209",8,1,3,10,6,0.26,77
"209",8,1,4,10,7,0.26,88
"209",8,1,5,10,3,0.17,44
"209",8,1,6,10,8,0.23,99
"209",8,1,7,8,8,-0.16,97
"209",8,1,8,9,7,0.19,87
"209",8,1,9,9,6,0.26,76
"209",8,1,10,8,5,0.26,64
"209",8,1,11,8,6,0.23,75
"209",8,1,12,8,4,0.19,53
"209",8,1,13,7,4,0.1,52
"209",8,1,14,4,7,-0.31,82
"210",4,2,1,6,7,-0.36,84
"210",4,2,2,1,9,-0.07,101
"210",4,2,3,3,5,0.06,59
"210",4,2,4,5,2,0.23,28
"210",4,2,5,6,1,0.26,18
"210",4,2,6,7,1,0.23,19
"210",4,2,7,6,0,0.17,7
"210",4,2,8,6,3,0.42,40
"210",4,2,9,6,4,0.27,51
"210",4,2,10,7,3,0.5,41
"210",4,2,11,8,3,0.36,42
"210",4,2,12,7,2,0.41,30
"210",4,2,13,7,4,0.37,52
"210",4,2,14,7,5,0.07,63
"212",17,2,1,1,2,-0.41,24
"212",17,2,2,8,6,-0.1,75
"212",17,2,3,9,1,0.03,21
"212",17,2,4,2,7,0.5,80
"212",17,2,5,2,6,0.48,69
"212",17,2,6,3,6,0.3,70
"212",17,2,7,3,7,0.37,81
"212",17,2,8,2,5,0.27,58
"212",17,2,9,2,8,0.37,91
"212",17,2,10,3,8,0.31,92
"212",17,2,11,2,9,0.12,102
"212",17,2,12,3,9,0.15,103
"212",17,2,13,1,8,0.19,90
"212",17,2,14,1,7,0.31,79
"213",17,1,1,1,1,-0.5,13
"213",17,1,2,6,7,-0.19,84
"213",17,1,3,9,1,0.01,21
"213",17,1,4,10,0,0.03,11
"213",17,1,5,9,0,0,10
"213",17,1,6,10,1,0.01,22
"213",17,1,7,8,2,-0.03,31
"213",17,1,8,8,0,-0.02,9
"213",17,1,9,8,1,0.04,20
"213",17,1,10,10,2,-0.11,33
"213",17,1,11,9,2,-0.06,32
"213",17,1,12,7,1,-0.01,19
"213",17,1,13,6,1,-0.12,18
"213",17,1,14,6,3,-0.13,40
"215",0,1,1,4,2,-0.24,27
"215",0,1,2,10,0,-0.4,11
"215",0,1,3,1,0,-0.39,2
"215",0,1,4,1,1,-0.36,13
"215",0,1,5,1,2,-0.25,24
"215",0,1,6,9,10,0.5,120
"215",0,1,7,9,9,0.13,109
"215",0,1,8,8,9,0.16,108
"215",0,1,9,8,9,0.17,108
"215",0,1,10,7,10,0.4,118
"215",0,1,11,8,10,0.44,119
"215",0,1,12,10,10,0.45,121
"215",0,1,13,10,9,0.14,110
"215",0,1,14,2,0,-0.23,3
"216",11,2,1,4,2,0.35,27
"216",11,2,2,5,3,0.4,39
"216",11,2,3,6,4,0.09,51
"216",11,2,4,5,4,0.2,50
"216",11,2,5,4,4,0.29,49
"216",11,2,6,3,5,0.09,59
"216",11,2,7,3,4,0.24,48
"216",11,2,8,3,2,0.18,26
"216",11,2,9,3,3,0.36,37
"216",11,2,10,2,3,0.21,36
"216",11,2,11,2,4,0.1,47
"216",11,2,12,4,3,0.44,38
"216",11,2,13,5,2,0.47,28
"216",11,2,14,6,9,0.03,106
"217",4,1,1,6,5,-0.07,62
"217",4,1,2,3,5,0.08,59
"217",4,1,3,3,2,-0.04,26
"217",4,1,4,1,5,0.01,57
"217",4,1,5,3,8,0.19,92
"217",4,1,6,3,9,0.19,103
"217",4,1,7,3,10,0.1,114
"217",4,1,8,1,10,-0.02,112
"217",4,1,9,8,10,0.2,119
"217",4,1,10,9,10,0.12,120
"217",4,1,11,8,9,0.02,108
"217",4,1,12,7,10,0.2,118
"217",4,1,13,6,10,0.13,117
"217",4,1,14,3,7,0.1,81
"218",7,2,1,8,2,-0.21,31
"218",7,2,2,7,3,-0.3,41
"218",7,2,3,9,1,0.07,21
"218",7,2,4,10,1,0,22
"218",7,2,5,9,0,0.19,10
"218",7,2,6,8,1,-0.1,20
"218",7,2,7,8,0,0.02,9
"218",7,2,8,10,0,0.14,11
"218",7,2,9,10,2,-0.07,33
"218",7,2,10,6,2,-0.17,29
"218",7,2,11,4,1,-0.26,16
"218",7,2,12,2,1,0.09,14
"218",7,2,13,1,1,0.22,13
"218",7,2,14,7,6,0.05,74
"219",1,1,1,1,7,0.43,79
"219",1,1,2,1,7,0.44,79
"219",1,1,3,1,7,0.41,79
"219",1,1,4,1,7,0.41,79
"219",1,1,5,1,7,0.41,79
"219",1,1,6,1,7,0.4,79
"219",1,1,7,1,7,0.42,79
"219",1,1,8,1,7,0.43,79
"219",1,1,9,1,7,0.43,79
"219",1,1,10,1,7,0.41,79
"219",1,1,11,1,7,0.4,79
"219",1,1,12,1,7,0.42,79
"219",1,1,13,1,7,0.4,79
"219",1,1,14,0,8,0.31,89
"220",7,2,1,2,6,0.01,69
"220",7,2,2,5,5,-0.15,61
